labels,lf,snr
G,18.8415909699893,4.52947397973443
G,18.7336421992143,4.36174464821941
G,16.9729478500006,4.1773362528245
G,13.8468405727742,3.82176256897866
G,13.162897439417,3.63325718207332
G,13.1568084002774,3.69875618295343
G,14.4291874401956,3.97242238756321
G,15.428559887116,4.40972706009742
G,16.8433697528173,3.68016364416612
G,13.6531366295727,3.55873256913045
G,15.9710915978959,3.63770219303983
G,16.3650230170529,3.47367083470742
G,17.740549862145,3.41388679128732
G,14.0404945000152,3.50538644314867
G,15.3883589639108,3.5924435267685
G,17.092303425656,3.68883829043475
G,16.1539867562409,6.22676669079833
G,18.6835054166859,6.42985012787713
G,16.1731778941306,6.20629107262794
G,14.3572692313857,6.20592263557307
G,12.4633906085243,6.29945320751149
G,14.7655857754123,6.24504127628489
G,15.384587972719,6.30085129207105
G,14.6523184464786,6.10515839584426
G,16.1984687211002,6.01123048572925
G,12.7445979400503,6.08364250051868
G,15.0331344934824,5.83036937583242
G,16.769696203044,6.16212721195634
G,16.3600910844531,5.97808190114674
G,14.504610699075,6.15660650824423
G,15.0158468198056,6.14136660083176
G,14.9530834493086,4.97750318917104
G,8.36347001140748,1.46389778517653
G,8.6724902507485,1.55585190114109
G,7.95595290761086,1.52173813070363
G,8.53733100918249,1.97726917530185
G,5.57402712124241,2.20732210309844
G,8.70235222984865,2.37804520802952
G,15.0460491999759,3.08683237619609
G,14.1518274285355,3.14146933737633
G,13.3591479501773,3.27727170012657
G,14.662137868397,3.0481697792557
G,12.0727356855109,2.95943037236534
G,11.6405705662875,3.00165235733058
G,11.4175641652031,3.14153293713209
G,12.7876338874136,3.05148376643582
G,11.0478613946385,2.95371085037226
G,12.6114113957708,2.96070389401774
G,11.0613943158824,2.85062791763073
G,8.32535629875515,2.97226453793498
G,8.66529617949412,3.15872273779131
G,10.7824549327096,3.07087815250349
G,8.69378088827075,2.7173356483076
G,10.1729963060178,2.80758390187605
G,5.67684002975189,2.70215304951347
G,10.1812705056321,2.8888442886428
G,11.0946308238311,3.46420358527062
G,7.83040315369203,2.85405994791915
G,10.2545284980532,3.0391903477808
G,7.7191356459948,2.80781807282146
G,11.4316621802728,2.76200433608986
G,8.54675632641036,2.80073224877193
G,14.5113258700621,2.88950217172546
G,7.81600741092004,2.60406563275406
G,16.4514288422721,3.92938751637037
G,12.9891228899275,3.76887715527723
G,14.8989941128102,3.6090075917894
G,13.2701542137981,3.54914339689809
G,13.8105983543889,3.3066799746784
G,12.1053079962124,3.38256796607147
G,12.3686456453906,3.53656671204358
G,12.1730220575093,3.37951531108185
G,12.259358549732,3.33762071869143
G,12.9625043675875,3.25066388937863
G,12.57648797949,3.25976006576842
G,10.6096519571114,3.35651187594361
G,8.689895896056,3.65183489947655
G,10.2595485825769,3.31514739896696
G,10.4570095257289,3.26953065615306
G,11.7099434213344,3.28240238585608
G,8.17189741003315,3.07901026385764
G,12.4647853143731,3.15903322028135
G,12.644555315668,3.85367395410912
G,10.7417295037554,3.05030936150224
G,11.2476933028072,3.39306000125992
G,8.01537477442045,3.2794291766026
G,12.6095712403438,3.01818926077552
G,8.6782962667402,3.17622839639745
G,14.7173848040711,3.19301867182738
G,8.11469228661037,3.00532077858143
G,5.2362741538302,9.8090578838439
G,5.98795926826211,10.1210653168642
G,5.72246536878603,10.2555648729851
G,6.64598581301449,9.89706191912964
G,4.79993009160137,9.57901368753057
G,3.68883308160138,9.38926126303381
G,8.37512633798997,9.50015574325695
G,6.79621814103622,10.0553384874701
G,7.17327665342808,9.19274079183416
G,6.26034003159062,9.02580850262249
G,8.14607640791708,9.09116224893515
G,5.7795963973157,9.10374020373846
G,7.30421054516071,9.04090296432541
G,3.94635359837198,8.91623085003598
G,3.8282928231028,8.65489215098882
G,3.79787059435643,8.36519683918899
G,5.71913148294735,7.89315105596247
G,3.50233431610288,7.88396673353379
G,4.75002109345496,7.81393398350635
G,5.44970037990413,8.07903131223171
G,1.92410124533496,7.64459592085684
G,5.06808454964935,8.07936166401459
G,4.63081725484584,8.00439632442844
G,5.27597984476493,7.56843774493598
G,8.50376561914674,6.56112600846506
G,7.17247724493681,4.26249725278503
G,9.77326064090118,4.4672994915902
G,9.85922121097782,4.54706422294664
G,6.33007093406593,4.11396507960975
G,5.74387874138101,4.14991290107865
G,8.07854939537155,4.25671856173398
G,6.49628829537767,4.3096863047596
G,6.75307906143644,4.34117358124524
G,6.3608774232202,4.07797033365391
G,5.68279635188691,3.92511244684456
G,10.5223368974598,4.09176795820168
G,8.17205944446226,4.04055691791708
G,6.54236717274555,4.32709539833072
G,4.43537138722388,4.12546115214918
G,5.94728034417358,4.26782902530509
G,7.78672541793993,4.03530744770855
G,7.23259911364479,3.89640341240414
G,4.7605138109415,3.57904739030999
G,6.15407321239538,3.81496279855265
G,4.57854078814489,3.78985108481442
G,6.86873904235145,3.4270915191828
G,5.38101803983446,3.37940934271624
G,4.56719214735161,4.27984982496364
G,4.55106628376916,1.61029788322677
G,2.89684575379132,1.57819162426313
G,5.55266224159021,1.74983284471484
G,3.40814292020045,1.62016990295519
G,3.32422719082321,1.65687943119878
G,3.62545361184677,1.62131654631597
G,3.0571950126333,1.77564946538807
G,3.14394435649609,1.67613893754085
G,4.67231268050242,1.5854935910098
G,4.56622569862711,1.73194266314172
G,4.91345347131612,1.69579232198989
G,1.25599639866506,1.68120160318221
G,2.40369675008531,1.69834036605729
G,1.24861819557642,1.55271426261898
G,2.86788061011167,1.56728575662901
G,3.7086388743576,1.63462720059143
G,2.52163068755341,1.60785645012207
G,2.58530179308235,1.61301818307724
G,3.0787818149302,1.51490819772693
G,3.58658049142573,1.58827750496446
G,3.3392735701616,1.59741252629959
G,4.91427581976719,1.7992080233336
G,9.60299660045832,1.76878888903345
G,7.2715258971501,1.59394116068624
G,4.94885728544055,1.63590635693156
G,6.70636349769071,1.62571022328314
G,5.99351351383496,1.71263578041153
G,3.75722536314118,1.77169508883106
G,6.71754893154959,1.77978935213092
G,6.40533466818927,1.80776583414114
G,3.89744849606495,1.80504901351554
G,3.95675463238301,1.82267319995813
G,5.36877905959063,1.53810763551225
G,5.70853194858677,1.5181465698488
G,5.86857564185019,1.40895974430053
G,5.63684824304249,1.40608793087293
G,5.86560193570258,1.38789995240069
G,4.71690444528948,1.35951243593046
G,3.84555066146982,1.58322336505934
G,5.80184466239005,1.47542254661963
G,4.76571251940473,1.64715222827127
G,5.37706414414345,1.48873579094241
G,5.70013727808515,1.45967757989182
G,3.07795670739324,1.46200287190077
G,4.93016506962706,1.68182767487285
G,3.87111047701037,1.32149676169032
G,3.75523820283216,1.49356793971066
G,3.10904685136199,1.49252138456384
G,1.44189123912276,1.45691769756388
G,2.24084539658962,1.70908740685391
G,4.03229961636925,1.74935345344477
G,3.65472075674114,1.79588360389088
G,5.30294853778007,2.20433722247783
G,8.53025436813322,2.30163074132044
G,4.93372377476249,2.08277301980579
G,7.13701298581771,1.91027041275281
G,4.23796876672972,1.84610651290585
G,2.01072303046252,1.69396238537476
G,5.01614794738798,1.96370357714695
G,4.31543590594546,2.18564463637529
G,6.06736495466688,2.08396040164619
G,4.80121508600628,1.69333850518206
G,6.21271715079073,1.81532455008012
G,7.15517231280596,1.93986992162906
G,5.22977048580349,2.03745439211683
G,3.61277660595123,1.90452693787081
B,21.5184181776021,12.8917749288693
B,15.6286190942621,13.2587283636035
B,13.9187610196612,13.5993172131533
B,19.0637779488785,13.6185170611606
B,19.854833799506,14.0361444039724
B,18.4859424073601,14.832445173419
B,28.968403789649,15.4061370131668
B,26.5176175260265,15.3676481630027
B,14.3629674998602,14.0421358223868
B,20.1262804003171,13.637343493603
B,10.7107320255115,13.6069032900845
B,16.3278969632722,13.3925517722723
B,17.2405933190055,12.4852363678879
B,22.3591140709048,13.1072535535996
B,14.3900420022356,12.725743946958
B,5.89876358548035,12.888704313044
B,14.3873467562237,12.6301776405852
B,19.4094124933815,12.4605072656676
B,13.8645985532562,12.0800150216099
B,8.49465543400052,12.1435594992615
B,5.64434366384096,11.9361503448111
B,5.99056905813872,11.8271002467358
B,18.9408883660906,11.5705383596433
B,19.9859941995366,11.3624418941506
B,15.0806656687848,11.1697013375903
B,12.4178483278294,10.4044103034277
B,5.5655302213665,10.1885077911414
B,11.8758762318075,10.6823343009693
B,27.7916515290721,9.87462919604033
B,21.1011439450615,10.8737415270993
B,14.1314818171346,10.624644344973
B,14.44471554307,10.2570706069772
B,19.7858579780908,10.1632867111228
B,18.5690231459841,10.0909934126183
B,17.0690248805295,11.3101853524772
B,28.6720145221623,11.5644301579481
B,26.7631338625647,10.9667545600431
B,8.64747611510372,9.33952614733499
B,20.303295234555,9.05380079918815
B,7.90708287537152,8.87715361045479
B,19.9588146490786,8.87111499940198
B,20.7140672001113,9.74368389763238
B,23.0283299958243,8.41689235832458
B,12.7631842365197,8.67366007915365
B,5.81778085151329,8.62890351273793
B,16.317401700848,8.56464386516273
B,18.5689128238637,7.83537316635608
B,19.0610323942363,8.06736856691077
B,6.29495768905799,7.59346814697308
B,4.95760097070381,7.38594702466659
B,5.29637277194111,7.14697446777236
B,19.2475169023878,6.88275856605541
B,21.4312907624157,7.11851951838577
B,18.6681233328807,9.67667308808387
B,13.8924177716918,10.3626714997414
B,11.9559189732848,10.6637205832739
B,10.6648374887994,10.0885106360181
B,29.0970747278445,9.35820889271732
B,18.0959884801006,2.29099543231875
B,15.5338373827957,1.51863099469808
B,15.6793397963476,1.91978343464731
B,14.2116107304698,1.63020529923262
B,17.0208862187077,1.64061550950083
B,14.9942640017089,1.84491418550107
B,17.8516265350733,1.85907423069691
B,14.400814794049,4.50310084025876
B,13.6570089585789,7.9169668429983
B,8.63792981509442,6.93360852780081
B,13.4231364486758,8.05339647185949
B,14.5055975164009,7.16759251730894
B,14.4230520840622,8.8028617429761
B,14.6961642841718,8.86329770584981
B,14.2402143263142,8.39187776555594
B,10.0814584127314,8.55901889432656
B,13.5000874724279,8.06449285922
B,15.3901377219397,9.07715953402168
B,10.5705101889209,9.76260135929473
B,9.10623086018879,9.80472805117337
B,19.4567665997298,7.89370841236709
B,22.3839335796197,5.63363237378811
B,15.3268610866758,10.0437438966624
B,14.318194945771,10.3785253598458
B,18.1618649094528,8.40166911294189
B,22.4153252760867,6.70208877135384
B,15.1671663838956,4.67070538796191
B,14.0619447218458,4.7622514986936
B,13.4826193326356,4.25706425125664
B,23.5602476556989,5.01140696121297
B,18.5414152485778,1.8562304088312
B,16.8773550346218,1.8882444962162
B,14.1742672541817,2.16831652156783
B,13.1129328658968,2.13977503522285
B,14.7043402975596,1.94282517587668
B,17.2734429599424,2.22779250170142
B,17.5612748619823,2.00405093059112
B,17.2586358212582,4.2316312578215
B,19.2264238676433,2.57545432042764
B,14.0082453658728,2.45776898915668
B,15.1023438850037,2.39514841738405
B,15.0429560053134,2.34958675549897
B,19.5530966818788,2.63194940268111
B,16.6121323426721,2.4402373903703
B,18.022253625408,4.19724224752293
B,19.7438383271779,3.79217150024508
B,15.8997584408644,3.60282834510439
B,19.5878826540632,3.32408696366409
B,18.3413923551867,2.86124861838196
B,15.5677911323607,2.60970376476145
B,15.7814245350515,2.59243274510185
B,16.193127202188,2.53845026218795
B,15.422417154953,2.3929231918373
B,13.7368092199456,2.81509683993443
B,17.5201134339053,4.42400246401311
B,13.8353307187501,2.98978266778549
B,14.6664399045829,2.82879800781223
B,16.268383197484,2.4404665233607
B,14.836219155284,2.74941076117898
B,18.585453927819,4.22219169523604
B,15.7652171620081,3.19690878937375
B,16.7074030437881,2.88665847730703
B,15.4742751832622,2.83484843971436
B,15.2714290652166,2.34292834969248
B,15.2278834627367,2.67432870656521
B,16.5023967303506,3.71336005151421
B,12.8868651977684,1.99467564330824
B,12.3955913460239,1.86235384715284
B,12.0242919041756,1.86454868673139
B,10.9030356504869,1.91028648465223
B,12.0114345755868,1.96342364002659
B,9.78286590230699,3.36986252659948
B,27.1593820907225,2.50138473751153
B,35.6092060423241,1.81828700384744
B,19.9157138910413,1.63113230471767
B,16.1923720090662,1.4705793703014
B,17.829455723763,1.40262885156769
B,29.364388981642,2.32316967995804
B,21.4877936211229,2.0061767387492
B,24.9659528704971,2.28063155697346
B,18.5957667321573,1.22209334764716
B,22.1967976905088,1.31027680073751
B,25.785022329761,2.18373908695287
B,26.296639406005,2.10978576449891
B,17.0539862612421,2.71745314504069
B,20.9828479686149,3.37545560751954
B,20.0775321400104,5.73726155132467
B,32.7000329775928,2.60265743033895
B,24.1721978015383,1.95286480065471
B,23.5984501454819,1.65565877853116
B,12.5227356815226,1.30915361838392
B,15.5829877766309,1.18878824089469
B,15.4367287092268,1.31411980631109
B,17.9032538565004,1.30940540859658
B,18.0163768911897,1.23566151355208
B,16.1825484171208,1.21929817832631
B,17.6025083675551,1.61078358884335
B,18.5959858160869,1.95572908172122
B,27.2979860483137,1.87069677517401
B,22.7518937429049,1.7837456021338
B,17.6613719949826,1.18749976816386
B,19.7969426495323,1.07396096215696
B,23.805693937653,1.31547351448352
B,16.6707203410924,1.34700766140797
B,27.9005881632993,1.68768899877801
B,19.9010807459501,1.47119927043866
B,16.5086816650127,2.33244350424408
B,20.9734567528103,2.04912346703502
B,23.0883477242958,2.08820540859448
B,18.0398920702011,2.13054964022914
B,25.2522844329276,2.52416895888357
B,20.1865235452733,4.26985972976771
B,23.7846084934158,2.17958088061738
B,21.6880878849547,1.50495487673299
B,22.117581580007,1.75885773958759
B,24.3916037559279,1.4181125756274
B,19.256627613845,2.58264026212496
B,17.4797312036287,11.3758047735082
B,26.6861296207475,25.0760985273554
B,14.7939224910967,24.9452683145375
B,12.2335231206804,25.3937290461781
B,9.27703026950498,25.2407589074903
B,11.4271894289481,25.2276144002753
