labels,lf,snr
G,4.72179507344596,2.63561599501445
G,5.58211169896773,2.74748545703887
G,4.05188683737818,2.71252188673587
G,5.62757324377082,2.3542303527706
G,4.48723411789391,2.37684348239386
G,3.90871475725848,2.24798594750373
G,3.13430509435662,2.3440525131743
G,4.68003975451616,2.4152978919983
G,6.8548512683521,2.55315945515151
G,6.95656294824807,2.55857187000201
G,8.13325005823221,2.56300722570729
G,7.51482895931149,2.53135385492563
G,4.62871001764494,2.59989241293789
G,3.16792384216043,2.62467534182356
G,4.36540536937445,2.69543276049644
G,4.23868432507213,2.47766902909071
G,4.19883718419847,2.64899873714908
G,3.03345960109648,2.48608226405104
G,5.79406127089454,2.55210098112758
G,4.68875414461412,2.55290298445471
G,3.59628205657596,2.67679173400976
G,3.10570039376048,2.49118575677546
G,5.85748148632451,2.62440737352776
G,2.41827269011066,2.49898237459079
G,5.34686735882853,2.40443882111521
G,7.89208717914347,0.977070653180059
G,4.7794719647692,0.893614426733092
G,5.2484780611802,0.861125731456946
G,5.7638212940728,0.82657423966031
G,5.07866605400989,0.731455840670903
G,7.37607985369507,0.692734906160488
G,2.2099084292221,0.708205001546377
G,3.09564350673988,0.691125179110128
G,3.78160845904136,0.736315713046972
G,4.47562834416743,0.699548317315674
G,2.66585550161038,0.755531876273383
G,3.67073080410592,0.737392822768128
G,0.891265112776739,0.690427392086901
G,7.32580404245594,0.722067169010041
G,4.6329641235932,0.681480606358307
G,2.16786938754433,0.730203520573184
G,3.75517798565193,0.705532723783538
G,5.10757748778139,0.740975223684623
G,7.32883972081384,0.677831715792967
G,9.90863172235292,0.750903273464677
G,7.58317159683884,0.703107122276633
G,5.1048926040392,0.674689362593585
G,2.19856096668654,0.678542935366807
G,3.84230739483791,0.679721442620031
G,6.17668826846527,0.736421374532398
G,5.89532120014479,0.768200928132288
G,3.22256270658436,0.779073948332505
G,3.61209236486945,0.852884520571197
G,3.04542341211652,0.860574678701584
G,6.438103107665,0.959314593233643
G,4.97677040803855,1.00965480124838
G,3.95120928413976,0.974168392788033
G,4.74441701677314,0.813029874780411
G,4.04836703051655,0.784382698461841
B,31.1436836732671,2.02794893875982
B,28.1002267388984,3.12333071792423
B,20.3275404802059,1.56790769961902
B,15.6426355280438,0.995881289921801
B,33.4990190097056,3.39252221847071
B,27.279993422567,1.4847854477957
B,35.2379323908516,2.92994944738046
B,15.8372833546158,1.30102089944097
B,13.0449400279912,0.908817173088132
B,19.7404585732273,1.19471216779812
B,9.53233268831127,1.06095379489049
B,11.4920071064863,1.07817744069238
B,5.56174781431575,0.970617663872475
B,7.80726413437274,0.909091646743229
B,8.56724785024468,1.56549338925698
B,9.83221630305132,2.27001855132838
B,10.826456088773,1.88003026388987
B,12.9796845403198,1.95377841432183
B,13.2091144494479,2.01394476681939
B,24.6539544839117,2.47727546568598
B,22.0990212204399,2.66990990653703
B,24.1376857074606,2.183021058246
B,15.9540051282622,3.81466379215703
B,15.5398882885383,8.78905319908239
B,15.6671552172454,8.99904885454229
B,15.5352288206041,9.5139860916992
B,15.3475676681648,9.37591978751519
B,15.1391471517247,10.2396690061594
B,11.4364830547142,13.1497308410571
B,15.3479087062145,14.955975455746
B,15.621432365319,15.5790645130451
B,15.6268277161317,15.3308813997125
B,15.3621609859264,15.9065733015314
B,15.3357997698054,16.1443163452271
B,16.6122885831672,16.5463425703825
B,15.963982919229,17.7731412564226
B,15.6719389239963,16.5946172709515
B,15.6735105797255,17.491812811618
B,15.7053207659851,16.9301955115724
B,15.4834355817021,17.8490654416907
B,15.9935619084032,17.1980112278245
B,22.5064389322756,17.963538815977
B,25.9302859737715,55.9941908240673
B,25.9336666274197,17.6238759760496
B,26.3544019625757,17.6238759760496
B,26.565875819542,17.6238759760496
B,25.0046391614803,17.6238759760496
B,26.4143739883914,17.6238759760496
B,31.5560341509755,17.6238759760496
B,22.372345016556,38.3137762724466
B,9.78682190556322,2.26647917648207
B,7.06129083650354,2.42741726147697
B,7.72481517792592,2.8442359843204
B,11.0310691918183,2.33650270795729
B,8.34043099168464,2.61610812816227
B,7.78394611785618,2.58301862800693
B,8.97173538887402,0.892380707343685
B,14.5000633857,0.831156017270549
B,9.26206201175657,0.8210341551197
B,10.1599255530609,0.855258667473528
B,9.51428117432887,0.93799214046111
B,12.598800631468,1.84195971495707
B,10.8069242136004,2.12652570249408
B,10.4059193882775,2.12991342080681
B,10.4859963523452,2.3176289160952
B,14.4773449408063,2.63635834085167
B,14.3119509971608,1.43133727128471
B,14.9885047539966,0.962485984323655
B,15.6610457784208,2.60799594683079
B,15.4812184514101,3.2718068036093
B,12.0329310004933,2.70957927991997
B,11.5750227474203,2.68743995878233
B,15.2739692509656,3.8062027590251
B,10.8630344794941,2.816776572908
B,11.9305721788716,2.71285488163611
B,12.689693828851,2.74155816516672
B,11.2907333901446,2.27482040821309
B,3.77971695595011,1.68729961777514
B,1.82683181774766,1.19318145251108
B,7.43649739839808,1.59337651901553
B,6.95633957823617,5.28298397688762
B,8.51603360198816,1.83445406355042
B,8.99070827539772,2.32145774488362
B,16.141666994868,1.70381609224356
B,33.5723404953457,1.12145120831005
B,32.8496784430048,1.10874359110466
B,38.2360131063144,1.08755581791688
B,37.2347055102058,1.15401299334687
B,35.0479265089138,1.27437535511383
B,35.0793986578108,1.27104909755795
B,35.2272630973974,1.43989682004299
B,33.7137907814227,1.13355294484675
B,35.1527506929531,1.15990036249408
B,37.1387069573573,1.19473316433272
B,37.3294880615261,1.04052288019773
B,35.0881463144903,0.906926623550161
B,37.5228366366042,1.08280004273115
B,11.6346579086028,1.96895751488075
B,13.466525695013,1.24132706371386
B,28.2778814610115,0.984835943128254
B,13.5827401429469,1.89589497204064
B,7.69425705406903,1.35442280569477
B,10.9496064219027,1.64552995833602
B,7.59954004434715,1.63942516757878
B,11.20641518971,1.72777175711273
B,5.49028850279309,1.63351162661166
B,10.5359733170283,3.57980799773778
B,13.9735759692822,2.01886165787889
B,17.1899672799614,0.785564881744228
B,16.3405029807703,0.915726679712367
B,18.4648728820176,0.731357675782693
B,9.27055777417789,0.64236090463743
B,13.6712447625687,0.763823254103319
B,14.9907478694109,1.40241443939294
B,39.258511725677,5.82152445955748
B,12.7447041944238,1.6813245229544
B,14.0248843204878,2.30430643057928
B,7.82746615323182,1.05726301543809
B,10.9394918641541,0.823356972463972
B,21.9128476969886,1.68979370592666
B,29.4357530902234,1.82462642741311
B,36.4521882384391,2.26544901002781
B,25.0369122006572,3.02567003797389
B,34.6124504176712,36.5714722227597
B,22.2161212582936,72.8772954731458
B,23.781371815089,17.6238759760496
B,20.7971831365258,17.6238759760496
B,20.4102816273329,17.6238759760496
B,23.7318501375371,17.6238759760496
B,24.3059359588796,17.6238759760496
B,20.0407491606981,17.6238759760496
B,25.12644573473,17.6238759760496
B,22.8931293153711,17.6238759760496
B,23.66739734981,17.6238759760496
B,23.4015888525875,17.6238759760496
B,26.4942002334937,17.6238759760496
B,27.4475783982914,17.6238759760496
B,27.6867766005721,17.6238759760496
B,33.1893969279856,17.6238759760496
B,28.3923100712885,17.6238759760496
B,26.1138626079382,17.6238759760496
B,30.8443215469895,17.6238759760496
B,29.2109038130608,17.6238759760496
B,35.8172717039643,17.6238759760496
B,37.9515487142039,17.6238759760496
B,37.6346988531666,17.6238759760496
B,29.0631948800388,37.7220091023432
B,6.97292700066574,7.75471114515566
B,5.5540655038772,7.61795878608028
B,6.62796041579449,7.5220778306694
B,5.23656853496578,7.21457618383028
B,17.7822505368311,7.63592824032655
B,5.62523479967626,6.56527370941796
B,5.45087482981973,5.98224298289507
B,5.2817468507397,5.74179031688981
B,4.25598511319896,5.43921597951835
B,5.04569797850836,5.12988244039665
B,7.21638443252487,4.97006874703258
B,5.55826148480409,4.97888121477646
B,3.8835569461753,4.81973059766269
B,5.38669545884162,4.57799887813615
B,6.21575235858768,4.43026037188235
B,7.54390252452257,4.11854402076383
B,1.75486189657663,4.00526262463638
B,4.09658376532799,4.07145610433636
B,4.5775577187432,3.92230752326962
B,7.94317298245314,3.82071448851792
B,6.2642467492496,3.68449343334298
B,8.21210965587991,3.58491378753146
B,6.08814812407414,3.57432248783864
B,4.71562370311734,3.38331096538364
B,5.12403689197669,3.23683038860163
B,7.76266705540105,3.27993168081957
B,4.52339975540092,3.12629550848647
B,5.64419703008145,2.93007757731079
B,23.8042039395727,1.6394577614831
B,16.3525677827824,1.07803601234909
B,18.226054566371,1.0354875294528
B,19.5043547273498,1.15500420403205
B,16.4372478107591,0.976125158795883
B,33.5644612358115,2.23473849938597
B,29.7211016545638,1.95972028562978
B,28.725650290075,1.44102999383526
B,31.7227853345844,1.56825389689647
B,26.4503288021016,1.39844812516012
B,21.9593953490094,0.988382367284292
B,23.9720871380324,0.974419341195128
B,23.8546019019135,1.01584530016633
B,20.5113298868306,0.8758049226365
B,14.7591387974213,0.83135623744158
B,14.521840050923,0.796747054614878
B,9.96984960395985,0.747322350314317
B,12.5689577210521,0.796769661251607
B,17.6113429835394,0.748947113195849
B,15.6014458585971,0.767258014481287
B,22.5305500360434,0.82213720828274
B,26.0629299280829,0.92676811846881
B,18.2215035985377,0.973303987158141
B,13.9386731331955,0.845895539463429
B,21.0174190012785,0.851937610167307
B,21.4396759629235,0.867375751176947
B,16.1105836768494,0.756808452095721
B,19.1749305437957,0.858384914316492
B,16.2921402672325,0.983323193044908
